report_id,days_policy_to_claim,claim_amount,sum_insured,claim_count_1y,was_investigated,policy_count,label
R2402,105,38876.25120626004,100000,2,0,4,0
R2403,74,10347.85923249452,500000,2,0,2,1
R2404,226,22387.379252913564,100000,0,0,2,1
R2405,186,7261.626748657956,50000,1,0,3,0
R2406,90,20146.940955443668,100000,0,0,3,0
R2407,49,23861.664979983885,500000,2,0,3,1
R2408,885,18453.096688654452,500000,1,1,4,1
R2409,121,27138.774440901376,500000,0,1,2,1
R2410,233,20990.144494872573,50000,3,0,3,1
R2411,30,14775.852716224908,200000,0,1,4,1
R2412,132,14331.866821976608,100000,0,0,3,0
R2413,5,28109.137726156965,500000,1,0,2,1
R2414,140,13462.579701930325,200000,2,1,2,1
R2415,664,29154.029704849367,500000,1,0,2,0
R2416,96,32227.11792831931,500000,1,0,1,1
R2417,7,3312.8613765387017,50000,0,0,2,1
R2418,6,31329.263873010346,50000,0,0,2,1
R2419,98,40604.226984446985,200000,2,0,3,1
R2420,34,22520.037612019285,500000,0,1,1,1
R2421,4,25990.841852948222,100000,1,1,3,1
R2422,282,30370.053243691586,100000,4,0,4,1
R2423,122,17245.176848209776,100000,0,0,4,1
R2424,68,21822.8022353787,200000,0,1,1,1
R2425,460,6858.004703768907,50000,0,0,2,0
R2426,24,21386.35028530451,200000,1,1,1,1
R2427,624,24981.119956445415,50000,2,0,2,0
R2428,75,25161.630229264694,100000,0,0,4,0
R2429,438,30654.247235975803,100000,0,0,4,0
R2430,184,12251.978218644708,50000,0,1,1,0
R2431,350,14673.932433265036,100000,1,0,3,1
R2432,827,38955.07345991355,200000,2,0,4,1
R2433,68,18496.7162623629,50000,0,0,1,0
R2434,649,22000.33787312328,100000,1,0,1,1
R2435,98,19329.89958274779,500000,0,0,4,1
R2436,97,11783.191736949777,100000,3,0,2,1
R2437,83,36235.29210891806,500000,1,0,3,0
R2438,155,14722.985880793942,100000,1,0,3,1
R2439,33,8727.1447629307,500000,0,0,2,0
R2440,161,15492.597226972484,100000,3,0,4,1
R2441,156,1000.0,500000,2,1,4,1
R2442,287,13487.125350168182,50000,0,0,2,0
R2443,358,10318.714021476733,50000,0,0,4,0
R2444,116,26174.286309273244,500000,2,1,3,1
R2445,72,13265.857604401275,100000,1,0,1,1
R2446,60,28878.039355788485,200000,1,0,3,1
R2447,43,33984.83993069321,200000,1,0,3,0
R2448,11,27811.753362875992,200000,0,0,3,1
R2449,83,17846.117111399235,200000,3,0,4,1
R2450,63,21411.14496705593,500000,0,0,2,0
R2451,678,4750.150598559403,50000,1,1,4,1
R2452,163,18662.206274787604,50000,1,0,2,1
R2453,85,11395.61531933167,200000,2,0,1,0
R2454,173,26943.263811492987,50000,1,0,1,0
R2455,29,45727.52389244474,500000,0,0,3,1
R2456,117,24998.216359738093,200000,1,0,2,0
R2457,196,1000.0,500000,0,0,3,1
R2458,134,16387.69807085627,500000,1,0,4,0
R2459,102,21224.909253744547,100000,0,0,2,1
R2460,1018,20873.574252602637,500000,1,0,3,1
R2461,424,12691.86874391247,100000,3,0,4,0
R2462,195,22452.917426369353,200000,0,0,1,1
R2463,168,7574.991630806127,500000,2,0,3,0
R2464,193,10550.91277314933,50000,1,0,2,1
R2465,44,26457.976416037112,200000,0,0,2,1
R2466,100,9843.367691201742,500000,1,0,4,1
R2467,8,25382.11605492257,500000,1,0,3,1
R2468,129,6305.36225343942,50000,1,0,1,0
R2469,156,37648.25883791736,100000,0,0,3,1
R2470,51,12257.300775959453,500000,2,1,3,1
R2471,665,17763.33428196556,500000,0,0,2,1
R2472,480,23306.13261090406,50000,0,0,4,0
R2473,256,14346.500474989058,200000,1,0,2,1
R2474,152,21434.059610713044,500000,0,0,1,1
R2475,407,25753.56724520126,100000,1,0,3,0
R2476,28,29606.13232503485,100000,3,0,1,1
R2477,312,27914.97435972957,50000,1,0,4,0
R2478,26,18281.89536197326,100000,1,0,4,1
R2479,316,18533.68225956398,500000,0,0,3,0
R2480,64,43491.08558025032,100000,1,0,4,1
R2481,419,29498.89068249292,500000,0,1,1,1
R2482,576,10781.763436797863,50000,2,0,3,1
R2483,32,20999.88163765552,100000,2,0,4,1
R2484,124,16648.568612218074,500000,0,0,1,0
R2485,792,18646.657660768902,200000,2,0,3,1
R2486,132,7705.048422919121,500000,0,0,4,1
R2487,398,15880.76765614047,500000,1,0,2,0
R2488,177,38115.55773193913,50000,3,0,3,0
R2489,94,25790.763008755028,500000,1,0,3,1
R2490,67,1000.0,50000,0,0,2,1
R2491,45,32167.234924979468,500000,1,0,4,1
R2492,286,30896.295229091615,500000,0,0,3,0
R2493,97,16407.146956935834,500000,1,0,1,1
R2494,143,27172.635437832152,50000,1,0,4,1
R2495,135,11406.007891827992,500000,0,0,3,1
R2496,172,15297.442837336426,50000,2,0,1,0
R2497,401,34985.46360669854,200000,0,0,2,0
R2498,789,17282.699601302917,50000,1,0,1,0
R2499,104,1302.6833804500893,200000,0,1,4,1
R2500,351,19366.967772186632,50000,0,0,2,0
R2501,289,19214.11607085643,50000,0,0,1,0
R2502,170,31983.685693734595,500000,1,0,4,0
R2503,624,20143.3642217576,100000,0,0,2,0
R2504,44,15784.176885597073,100000,1,0,4,0
R2505,23,30450.56145231206,500000,1,0,3,1
R2506,384,21207.902325011102,200000,1,1,4,1
R2507,115,12499.77318434283,500000,1,1,1,1
R2508,375,31549.975605416177,100000,1,0,4,1
R2509,447,21936.617645167993,50000,1,0,4,0
R2510,12,20029.259666794376,500000,0,0,2,1
R2511,429,21779.083914116545,200000,0,1,4,1
R2512,118,9293.31628583403,500000,2,0,4,1
R2513,142,14723.462238216627,100000,2,0,3,1
R2514,197,20035.826018327833,50000,0,0,3,1
R2515,521,18053.3630497532,100000,1,0,2,0
R2516,3,32724.283828165957,100000,1,0,2,1
R2517,129,22174.058527270034,100000,2,0,1,1
R2518,232,28549.039226364024,100000,1,0,2,0
R2519,256,20093.953545758493,50000,1,0,4,0
R2520,235,30562.884837461228,100000,1,0,3,1
R2521,28,23975.27756573154,200000,4,0,2,1
R2522,71,20134.2048538846,200000,3,0,1,1
R2523,88,19867.169110409806,100000,0,0,4,0
R2524,326,10455.613737090367,200000,1,0,1,0
R2525,65,25069.15720136311,100000,1,0,1,0
R2526,47,19597.95265463621,50000,0,0,1,0
R2527,631,14980.080398187954,50000,5,0,1,0
R2528,1,31064.617708120717,200000,0,0,4,1
R2529,1225,7497.839741051988,200000,4,0,4,1
R2530,225,15775.04104567566,100000,2,0,1,1
R2531,352,30277.187487795334,500000,1,0,4,1
R2532,69,23155.229409202533,100000,2,0,2,1
R2533,2,19521.410723472425,100000,1,1,4,1
R2534,267,22510.035431501467,50000,2,0,4,1
R2535,359,21794.141710488413,500000,0,0,1,1
R2536,269,4833.374537140786,500000,0,0,4,0
R2537,30,16507.381146520383,100000,3,0,2,1
R2538,280,36165.21654513749,50000,1,0,4,1
R2539,293,13406.758652228324,200000,0,0,2,1
R2540,214,16816.98985895666,50000,1,0,4,0
R2541,290,14583.792366908125,200000,0,0,3,1
R2542,374,19129.847766818624,50000,1,0,4,0
R2543,190,14168.77168675702,500000,0,0,2,1
R2544,18,24867.4150215806,50000,0,0,2,1
R2545,133,21973.134122902666,100000,1,0,2,0
R2546,16,27735.47615107018,200000,0,0,1,1
R2547,104,9490.588338110396,50000,0,0,2,1
R2548,104,16596.595171170968,50000,1,0,4,1
R2549,13,17742.77368387865,200000,2,0,3,1
R2550,85,24556.469100885948,50000,0,0,2,1
R2551,23,12067.788027929655,200000,0,0,1,1
R2552,330,29156.53804258344,500000,2,0,4,1
R2553,590,31864.15590517609,200000,0,0,2,1
R2554,15,10111.276523644161,200000,1,0,1,1
R2555,620,15091.271051064343,500000,2,0,1,0
R2556,147,14680.684917079077,50000,1,0,1,1
R2557,71,46323.862046774986,50000,2,0,2,1
R2558,15,15700.998947921133,500000,2,0,2,1
R2559,138,36776.254421561345,100000,1,0,2,0
R2560,316,7333.680048933904,200000,1,0,3,0
R2561,245,10103.490338356365,50000,1,0,3,1
R2562,10,13133.954681517993,50000,0,1,4,1
R2563,15,11543.106885534777,200000,3,0,4,1
R2564,103,17321.012658415013,200000,2,0,1,1
R2565,69,12912.217972785018,200000,0,0,3,0
R2566,52,11806.584072654265,100000,0,0,2,0
R2567,65,31584.719964733275,500000,0,0,4,1
R2568,325,32237.93622513165,100000,0,0,2,1
R2569,529,29492.964983753158,100000,4,0,2,1
R2570,103,25239.98955584328,200000,0,0,3,1
R2571,473,20927.43065779552,500000,2,1,4,1
R2572,77,15029.693093340913,50000,1,0,1,0
R2573,129,10468.42495244908,200000,1,0,4,0
R2574,51,23629.957034326875,500000,0,0,4,0
R2575,204,8263.696074532021,50000,1,0,4,0
R2576,772,10060.790708246066,100000,1,0,3,0
R2577,185,31529.132562048097,500000,2,0,4,0
R2578,88,39006.49041722087,100000,0,0,1,1
R2579,208,23932.951381664807,100000,2,0,4,1
R2580,26,31064.57152294644,500000,0,0,2,1
R2581,439,17541.516825560167,50000,0,0,1,0
R2582,139,6623.258139123158,500000,0,0,4,0
R2583,119,26121.71618618584,50000,0,1,3,1
R2584,176,25692.89323270064,200000,1,0,3,0
R2585,196,20716.68553880244,200000,3,0,3,1
R2586,14,17576.245418948885,200000,1,0,2,1
R2587,229,29622.105785810978,100000,0,0,2,1
R2588,55,10142.669665725256,200000,0,0,3,0
R2589,250,12262.194211093421,100000,2,0,2,0
R2590,345,9918.93493239572,50000,1,0,4,0
R2591,325,20849.729626358272,500000,2,0,4,0
R2592,160,9121.069878907418,500000,0,1,3,1
R2593,146,13157.578194847563,100000,1,0,1,0
R2594,30,12942.444377728021,100000,0,0,4,1
R2595,298,17393.916676660418,100000,1,0,1,0
R2596,63,5126.255535960232,50000,1,0,2,1
R2597,137,20872.04992037267,50000,2,0,2,0
R2598,66,32473.03650664678,200000,1,1,4,1
R2599,28,21354.913723167618,200000,0,0,4,1
R2600,198,35413.21144801321,500000,0,1,2,1
R2601,11,33339.98185876925,200000,0,0,2,1
R2602,276,27777.350472478545,50000,0,0,1,1
R2603,76,20746.858426368857,50000,1,0,4,1
R2604,0,20225.003882454395,50000,0,0,3,1
R2605,143,27637.9977236326,50000,2,0,3,1
R2606,9,16083.293904959675,500000,0,0,2,1
R2607,64,1174.7924853253608,500000,0,0,3,0
R2608,245,24920.040541029597,50000,2,0,2,1
R2609,12,8689.313700650288,100000,2,0,3,0
R2610,365,10378.587718096152,200000,1,0,2,1
R2611,0,20002.23947995788,500000,3,1,2,1
R2612,56,19048.7512244653,100000,3,0,3,1
R2613,270,5879.243936843697,200000,3,1,4,1
R2614,76,21654.915641331405,100000,3,0,2,1
R2615,21,29661.396608610485,50000,0,0,3,1
R2616,89,8716.584297342171,200000,1,1,4,1
R2617,63,32724.833308487592,100000,1,0,1,0
R2618,369,4398.29174870056,500000,2,0,2,1
R2619,75,41173.24144370953,500000,1,0,2,1
R2620,311,15887.395695165167,500000,3,0,1,0
R2621,444,21456.169968268914,200000,2,0,2,1
R2622,113,1079.6642751432992,50000,4,0,1,1
R2623,481,19378.639335306914,50000,1,0,3,0
R2624,94,22284.821777181918,200000,0,0,1,1
R2625,665,19138.378959005055,200000,1,1,4,1
R2626,18,14369.189229476264,50000,0,0,3,0
R2627,232,10534.354814721852,500000,2,1,1,1
R2628,136,31305.266195373108,50000,1,0,4,1
R2629,98,20308.071349979502,50000,1,0,1,0
R2630,200,35407.52376516772,100000,2,0,4,0
R2631,243,14735.176452050771,500000,1,0,1,0
R2632,0,15652.053066277831,200000,0,1,2,1
R2633,36,28155.942445961628,50000,2,0,4,1
R2634,249,3770.25037996436,500000,0,0,2,0
R2635,219,7865.366398470769,200000,0,0,2,0
R2636,676,30974.849713531636,100000,1,0,4,0
R2637,286,8280.660707768053,100000,0,0,2,0
R2638,602,1809.489846974524,500000,1,0,3,1
R2639,242,38685.271880730914,50000,1,1,1,1
R2640,70,6061.823521257946,200000,1,0,4,0
R2641,22,21841.193983281697,500000,2,0,3,1
R2642,304,20690.85192724271,100000,1,0,4,0
R2643,206,1000.0,200000,0,1,1,1
R2644,9,17326.82976832191,200000,2,0,4,1
R2645,89,24484.132494791094,50000,2,0,1,1
R2646,628,23543.093815188608,100000,1,0,3,1
R2647,138,29035.206838035017,100000,1,0,4,0
R2648,113,16125.08685094566,100000,1,0,1,1
R2649,122,27125.044420921608,200000,1,0,2,0
R2650,46,13106.70931919928,100000,0,0,2,1
R2651,91,5895.325835872249,500000,2,0,3,0
R2652,92,7022.716243187675,100000,0,0,3,0
R2653,10,5378.895448045852,200000,1,0,3,1
R2654,291,30095.85967891194,100000,2,0,2,0
R2655,107,4854.264909414434,100000,2,0,1,0
R2656,345,22740.38840649303,200000,0,0,3,0
R2657,379,17340.75805927567,100000,1,1,1,1
R2658,47,18973.514265493683,50000,1,0,1,1
R2659,214,33636.072951997,200000,3,0,3,1
R2660,127,15615.726327847266,100000,1,0,3,0
R2661,424,26116.01561549683,50000,1,0,2,1
R2662,48,20375.633513811117,500000,1,0,3,1
R2663,226,18479.810943673023,200000,0,0,2,1
R2664,187,42999.691243864734,100000,2,0,2,1
R2665,69,5586.582542846303,200000,0,0,1,0
R2666,29,32891.31835437445,50000,0,0,2,1
R2667,210,26564.06565489972,200000,0,0,1,1
R2668,268,15204.75005368216,500000,1,0,2,1
R2669,75,36293.185174416125,100000,1,0,3,1
R2670,207,1518.898876114632,500000,2,0,4,1
R2671,100,14782.333427009282,50000,2,0,1,1
R2672,249,7915.177957309239,200000,1,0,3,0
R2673,44,24120.8346487146,100000,0,1,1,1
R2674,441,8869.358988128224,100000,1,0,2,0
R2675,67,24330.63946741319,50000,0,0,1,0
R2676,91,18135.63584178446,50000,1,0,4,0
R2677,11,15206.460573439157,200000,0,0,3,1
R2678,23,23886.472460333105,100000,0,0,1,1
R2679,145,17313.783760619357,50000,3,0,4,1
R2680,62,9113.651569409612,100000,0,0,3,0
R2681,360,48013.72989634979,200000,0,1,4,1
R2682,2,15128.328169708555,500000,1,1,1,1
R2683,95,1000.0,50000,1,0,4,1
R2684,82,11579.013102786113,200000,2,0,2,0
R2685,3,7327.233116272699,500000,0,0,1,1
R2686,26,28261.456160405156,200000,0,0,3,1
R2687,106,23216.52659591586,50000,0,0,2,1
R2688,135,23987.128017903444,200000,1,0,1,0
R2689,103,16299.775341627557,100000,1,0,2,0
R2690,151,17206.497529430784,50000,0,0,4,1
R2691,180,16290.688963923318,100000,0,0,3,1
R2692,1,19188.068158645303,200000,0,1,2,1
R2693,124,28353.33435364835,50000,2,0,4,0
R2694,662,23360.754125053463,100000,1,0,4,0
R2695,146,25001.128296208666,100000,1,1,3,1
R2696,226,24995.589082492028,100000,2,0,1,0
R2697,74,28844.42437381738,500000,2,0,3,1
R2698,297,22881.500415402545,100000,0,0,3,1
R2699,296,23588.48072678919,100000,0,0,4,0
R2700,147,31888.062411931565,200000,1,0,3,0
R2701,746,13349.540819968879,200000,3,0,3,1
R2702,26,11442.574200484929,200000,1,0,1,0
R2703,3,8140.784008131441,200000,2,0,3,1
R2704,294,21829.14563620256,500000,2,0,3,0
R2705,329,1462.6775878087683,200000,1,0,4,0
R2706,25,24621.540960596772,200000,1,0,1,1
R2707,61,18908.069054994474,200000,2,0,3,1
R2708,3,31346.39699821057,100000,3,0,1,1
R2709,69,13280.826895350094,500000,2,0,1,0
R2710,296,17966.81714582493,200000,0,0,4,0
R2711,145,31222.033332933686,100000,0,0,3,0
R2712,85,33831.35646778152,50000,1,0,2,0
R2713,92,13198.4763424818,500000,1,0,1,0
R2714,0,21817.8123258716,200000,0,1,4,1
R2715,71,22944.18977684048,100000,0,0,1,1
R2716,207,23736.534056211483,50000,2,0,2,1
R2717,731,17374.24340684378,50000,0,0,2,1
R2718,375,32813.83398123635,100000,1,0,3,0
R2719,4,1102.9651637845454,100000,1,0,4,1
R2720,457,15788.69765198916,500000,1,0,2,1
R2721,305,24479.307327729468,100000,2,0,1,1
R2722,303,24572.248119493437,200000,0,0,2,1
R2723,122,33527.59030614763,50000,2,0,1,1
R2724,101,31982.25393201287,200000,2,0,4,1
R2725,72,17144.58374692776,200000,0,0,3,1
R2726,13,32998.71243530605,200000,1,0,2,1
R2727,51,12859.582562225452,50000,1,0,4,0
R2728,56,29308.873827918374,50000,1,0,4,0
R2729,132,38105.22478420993,50000,0,1,2,1
R2730,275,32149.44106854969,100000,0,0,4,0
R2731,128,21057.70383524123,200000,0,0,3,0
R2732,11,16682.21228227878,500000,1,1,3,0
R2733,633,4714.087037407138,100000,2,0,2,0
R2734,571,23105.39637914204,100000,0,0,2,0
R2735,307,8847.827720290808,500000,1,0,4,0
R2736,949,12068.65336386063,200000,1,1,4,1
R2737,157,8092.541992633283,500000,1,0,4,1
R2738,658,15396.076673433448,50000,1,0,2,1
R2739,15,19720.305855130176,200000,0,0,2,1
R2740,91,22736.14581165705,100000,2,0,1,1
R2741,51,13994.933645860367,50000,0,0,4,0
R2742,43,30692.837063951833,50000,2,0,2,0
R2743,30,17917.94742010034,100000,0,0,1,1
R2744,194,12122.77566734481,500000,4,0,3,1
R2745,304,22262.922672434364,50000,2,0,1,0
R2746,172,39635.52833543816,50000,2,0,3,1
R2747,31,23351.605665351177,200000,0,0,2,0
R2748,333,16371.44372626393,200000,0,0,4,1
R2749,202,4725.3864388129605,100000,1,0,3,1
R2750,98,17805.876790279297,100000,1,0,4,0
R2751,224,22349.281250881155,100000,0,0,4,1
R2752,60,16124.1910874443,500000,2,0,3,1
R2753,84,3346.1536175900037,50000,1,0,4,1
R2754,498,11494.346104965662,100000,0,0,4,0
R2755,68,34545.384608877575,200000,0,0,4,1
R2756,126,34340.01003730461,50000,1,0,4,0
R2757,441,11133.608307954019,100000,2,0,1,0
R2758,246,26727.56787199422,50000,0,0,3,0
R2759,12,8214.272152298263,50000,0,0,4,1
R2760,31,34043.162819949524,50000,1,0,4,1
R2761,1,22452.358478942362,100000,1,0,2,1
R2762,199,29496.41498616534,50000,0,0,2,0
R2763,118,2849.0665281746114,50000,0,0,3,1
R2764,28,26776.37101924888,50000,0,0,4,1
R2765,633,19923.259363154964,200000,2,0,3,0
R2766,150,28519.290707908425,100000,1,0,2,0
R2767,55,29148.677980978497,500000,0,0,2,1
R2768,138,20657.846894747494,200000,0,0,2,1
R2769,227,13991.703609040853,50000,0,0,1,0
R2770,15,27796.961821794943,50000,1,0,1,1
R2771,64,19398.455005948723,500000,2,1,2,1
R2772,328,11272.150464723574,500000,2,0,2,1
R2773,123,10798.477685423142,200000,1,0,1,1
R2774,158,5228.355836876184,50000,1,1,2,1
R2775,113,14897.088404369368,500000,0,0,2,0
R2776,8,31026.920460743782,200000,2,0,1,1
R2777,36,21778.297997054342,500000,0,0,1,1
R2778,117,14702.322940769594,50000,1,0,1,1
R2779,46,28048.5593818008,50000,3,0,2,0
R2780,10,11675.233782766112,50000,3,1,2,1
R2781,371,20953.502743327786,50000,2,1,4,1
R2782,794,18203.696272744848,100000,1,0,2,1
R2783,315,27791.306255883523,100000,2,0,2,1
R2784,384,4227.716290804992,100000,0,0,1,0
R2785,55,11498.022541853443,200000,0,0,3,1
R2786,646,3617.543409054664,200000,3,0,2,0
R2787,43,17404.0327819073,500000,2,0,2,1
R2788,604,32114.275036324303,500000,0,0,2,1
R2789,1052,14945.527903464728,200000,1,0,4,1
R2790,248,14893.160618043494,500000,0,0,1,1
R2791,794,28717.244241841363,200000,0,0,4,1
R2792,168,30685.495584553,100000,0,0,4,0
R2793,60,19114.2893273121,200000,2,0,3,0
R2794,114,26847.14854049892,200000,3,0,2,1
R2795,180,9230.454591220536,500000,1,0,4,0
R2796,15,33779.74333925414,500000,2,0,4,1
R2797,194,41487.06293937052,200000,1,0,4,0
R2798,794,25212.157911887247,50000,0,0,1,1
R2799,42,1000.0,500000,2,0,2,1
R2800,314,14417.697376022157,200000,1,0,4,1
R2801,476,26128.253216693214,500000,0,0,2,1
R2802,575,15785.170028336372,50000,3,0,2,1
R2803,644,32721.985542500974,500000,1,0,3,0
R2804,147,25881.572644358654,200000,3,0,1,1
R2805,757,12935.244992342035,200000,1,0,4,0
R2806,283,20322.648107712528,50000,2,0,4,1
R2807,35,11061.667793609098,200000,0,0,3,1
R2808,129,18174.151215875583,50000,0,0,4,0
R2809,253,14454.067595674482,200000,1,0,1,1
R2810,56,31747.618002330382,200000,1,1,4,1
R2811,204,41160.120568309954,500000,1,0,1,0
R2812,219,5688.11666764248,500000,1,0,4,0
R2813,35,1000.0,50000,1,0,2,0
R2814,166,17548.275781486143,500000,2,0,2,0
R2815,295,4815.843011713174,100000,2,0,3,1
R2816,138,20462.116036709172,50000,1,0,4,1
R2817,2,27489.361138059267,100000,0,0,4,1
R2818,1,34941.41897266825,50000,0,0,1,1
R2819,88,22013.94558715281,100000,3,0,4,1
R2820,521,18068.44775150421,500000,0,0,3,1
R2821,51,1000.0,500000,0,0,4,1
R2822,201,20261.851491857986,200000,2,0,2,1
R2823,50,20712.872605494616,100000,3,0,3,1
R2824,77,26389.568142127453,200000,0,0,2,1
R2825,376,12915.118984709088,50000,2,0,3,0
R2826,261,15649.473997641402,100000,1,1,3,1
R2827,20,5219.977446958157,200000,0,0,3,1
R2828,111,1000.0,50000,0,0,3,0
R2829,5,8915.029092032168,100000,0,0,1,0
R2830,131,4296.741857469835,200000,2,0,3,1
R2831,217,23367.122954206112,100000,2,0,2,1
R2832,25,14818.659433331428,100000,2,0,4,1
R2833,68,14617.628699252109,200000,1,0,1,0
R2834,101,10155.86953824788,500000,0,0,1,1
R2835,503,1000.0,500000,2,0,1,0
R2836,999,35083.10748747551,200000,0,0,4,1
R2837,9,9997.294772232117,50000,1,0,4,1
R2838,286,15875.79930150093,200000,0,0,1,0
R2839,92,5451.078347106895,200000,0,0,1,1
R2840,99,29719.303434406338,100000,1,0,3,0
R2841,280,21434.289370373244,500000,1,0,3,1
R2842,501,11736.347147341314,500000,5,1,4,1
R2843,602,16077.70388655976,500000,0,1,3,1
R2844,172,36781.7992212487,500000,0,0,2,0
R2845,88,19270.305681187216,200000,0,0,2,1
R2846,309,18182.66462384094,100000,2,0,3,1
R2847,57,10586.185138607349,500000,1,1,3,1
R2848,166,1054.1884952769724,500000,0,0,1,1
R2849,88,18399.613264206557,100000,2,0,3,1
R2850,213,23254.851123246175,200000,2,0,2,1
R2851,54,30995.844643276694,200000,2,0,4,0
R2852,42,1000.0,200000,3,0,4,1
R2853,500,8749.03672976971,500000,1,0,1,1
R2854,21,14192.589094435498,500000,2,0,4,1
R2855,141,19965.191514267983,500000,1,0,3,0
R2856,49,18549.663084715776,200000,0,0,1,1
R2857,7,18783.113143127306,500000,2,0,3,1
R2858,7,24080.960585699446,50000,0,0,4,1
R2859,38,10967.068892208908,100000,3,0,3,1
R2860,403,29341.414422336944,50000,1,0,1,1
R2861,66,24334.524416994806,50000,1,0,1,0
R2862,600,16801.677358719207,500000,0,0,2,1
R2863,174,36009.079918889154,100000,0,0,4,1
R2864,114,35564.16035571767,50000,1,0,3,1
R2865,173,29328.953551938088,200000,0,0,2,1
R2866,145,1000.0,200000,0,0,2,0
R2867,284,35789.45092717976,200000,2,0,4,0
R2868,66,27947.58522471934,200000,1,1,3,1
R2869,87,40064.086377129366,100000,0,1,4,1
R2870,449,32374.645917335387,200000,0,0,3,0
R2871,585,35783.42677497285,100000,1,0,2,1
R2872,446,28786.54850180379,100000,0,0,2,1
R2873,108,33486.93198645512,100000,2,0,2,0
R2874,303,39941.23740734439,100000,0,0,3,0
R2875,129,22165.547383782057,500000,1,0,1,0
R2876,137,4277.694559218704,50000,0,0,4,1
R2877,45,16925.39099984858,500000,1,0,3,0
R2878,178,23899.455993834366,50000,1,0,4,0
R2879,41,20748.875843715578,500000,0,0,4,1
R2880,80,7534.3803384057355,200000,0,0,2,1
R2881,386,3689.3237480502103,100000,0,0,4,0
R2882,46,12588.373313651708,200000,2,0,1,0
R2883,14,28077.395559841512,200000,1,0,3,1
R2884,14,35803.39770822969,200000,0,1,1,1
R2885,565,29165.676137777013,500000,1,1,1,1
R2886,141,30574.272871141362,200000,0,0,2,0
R2887,105,19191.844268364424,100000,0,1,3,1
R2888,333,2579.1754229403596,100000,2,0,3,0
R2889,361,15447.794191172947,50000,1,0,1,1
R2890,80,17412.355881276213,500000,2,0,3,1
R2891,236,15029.475131643178,100000,2,0,4,1
R2892,294,20546.94865374626,100000,1,0,3,1
R2893,212,24414.197598929506,500000,1,0,3,1
R2894,32,28530.151882434977,200000,0,0,4,0
R2895,417,17218.80135633666,100000,0,0,4,0
R2896,154,1000.0,200000,1,0,4,1
R2897,66,15171.222807088652,100000,0,0,4,1
R2898,110,20437.103969919837,50000,2,0,3,1
R2899,7,32228.079221334083,200000,0,0,2,1
R2900,27,14321.921578158945,100000,2,0,2,1
R2901,290,25125.43628399402,500000,1,0,4,0
R2902,0,22900.878996354324,500000,1,1,3,1
R2903,107,20439.005331233886,500000,2,0,3,1
R2904,147,29305.333193245915,100000,2,0,3,1
R2905,11,13391.588032474192,200000,1,0,3,1
R2906,722,14248.135503564836,50000,0,0,3,1
R2907,51,19880.99176905772,50000,1,0,2,1
R2908,72,13598.534949063003,100000,0,1,1,1
R2909,72,25080.122910545997,100000,1,1,1,1
R2910,52,12868.076956338671,100000,1,0,1,1
R2911,0,22263.042077451344,200000,0,0,4,1
R2912,261,18998.272312132434,500000,1,0,4,1
R2913,681,22149.259647767056,200000,1,0,2,0
R2914,50,15402.58604936961,200000,1,1,2,1
R2915,217,16609.11705473173,100000,1,0,3,1
R2916,270,20960.0926799705,50000,0,0,2,0
R2917,377,22020.74506161313,200000,1,0,4,0
R2918,109,19957.980846088438,50000,1,0,2,0
R2919,72,37053.62356513084,100000,1,0,3,1
R2920,78,10092.630812587158,200000,1,0,3,0
R2921,249,19357.962050472863,500000,2,0,3,0
R2922,339,4263.709778830154,500000,1,0,4,0
R2923,40,23720.81478667386,200000,2,0,1,1
R2924,92,8847.53463623186,500000,3,0,1,1
R2925,464,17216.897441234236,200000,1,0,4,1
R2926,328,16279.35674668674,500000,1,0,3,1
R2927,838,22808.911266011713,100000,2,0,3,0
R2928,280,14472.090824548199,500000,1,0,4,1
R2929,99,14046.943023060176,500000,2,1,1,1
R2930,178,34358.56464085898,100000,1,0,3,1
R2931,216,22845.667904745264,100000,0,0,3,0
R2932,16,14389.49147977732,500000,2,0,1,1
R2933,157,17491.66328188769,50000,0,0,4,1
R2934,247,36453.54952270745,50000,1,0,2,0
R2935,36,17648.35121748903,200000,0,0,3,1
R2936,303,13107.233768476122,500000,0,0,1,1
R2937,175,13150.038498736074,200000,1,0,4,1
R2938,608,14508.735190104226,100000,0,0,1,0
R2939,8,14055.022775732776,500000,5,0,1,1
R2940,61,7203.52151650757,100000,0,0,2,0
R2941,184,8757.99903053022,500000,1,1,3,1
R2942,70,11706.7962563863,500000,1,1,3,1
R2943,250,25915.710184530977,100000,1,0,3,0
R2944,284,16187.627127271266,500000,1,0,2,1
R2945,21,17928.3831090596,500000,0,0,1,1
R2946,144,32700.88025254897,200000,2,0,4,1
R2947,142,32950.07149938418,100000,0,0,1,0
R2948,92,17178.75056862265,50000,1,0,3,0
R2949,540,13691.364893165912,50000,0,0,2,0
R2950,351,11355.696863264622,500000,0,0,1,1
R2951,238,26927.75769708238,200000,0,0,2,1
R2952,250,17952.927664777122,500000,1,0,4,0
R2953,123,16135.051096772098,200000,1,0,4,0
R2954,507,11863.354248624473,500000,0,0,3,0
R2955,237,12303.335909886115,50000,1,0,2,1
R2956,261,23200.581914932445,100000,0,0,3,1
R2957,395,6845.617341127379,200000,0,1,2,1
R2958,64,29948.686937879385,500000,2,0,2,1
R2959,329,14661.553561850815,500000,1,1,4,1
R2960,43,18503.640557482075,200000,1,0,1,0
